"","nflId","game_play_frameId","gameId","playId","frameId","displayName","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","game_playId","dist_from_ball","defensiveTeam","on_defense","has_ball","dist_from_bc"
"710",52498,"2022091105-4578-24",2022091105,4578,24,"Jonathan Greenard","2022-09-11 16:22:28.299999",52,"HOU","right",91.61,23.88,5.49,1.15,0.56,307.16,329.62,"first_contact","2022091105-4578",0,"HOU",1,0,1.586852
"59",43497,"2022091105-4858-19",2022091105,4858,19,"Kamu Grugier-Hill","2022-09-11 16:35:04.099999",51,"HOU","right",16.44,11.73,4.08,3.43,0.41,319.42,317.77,"first_contact","2022091105-4858",0,"HOU",1,0,2.093538
"510",44964,"2022091105-4905-26",2022091105,4905,26,"Desmond King","2022-09-11 16:36:24.299999",25,"HOU","right",24.55,39.58,2.15,3.65,0.19,245.3,140.92,"first_contact","2022091105-4905",0,"HOU",1,0,1.209339
"88",52498,"2022091105-56-36",2022091105,56,36,"Jonathan Greenard","2022-09-11 13:04:55.500000",52,"HOU","left",84.57,29.01,2.65,0.84,0.27,141.79,220.12,"first_contact","2022091105-56",0,"HOU",1,0,1.039663
"511",44964,"2022091105-619-29",2022091105,619,29,"Desmond King","2022-09-11 13:28:43.099999",25,"HOU","left",75.26,32.88,6.67,3.33,0.67,322.24,330.98,"first_contact","2022091105-619",0,"HOU",1,0,1.489463
"912",54468,"2022091105-643-14",2022091105,643,14,"Derek Stingley","2022-09-11 13:29:24.200000",24,"HOU","left",52.05,12.2,2.79,3.08,0.29,73.51,166.26,"first_contact","2022091105-643",0,"HOU",1,0,1.661927
"115",54502,"2022091105-667-46",2022091105,667,46,"Jalen Pitre","2022-09-11 13:30:02.099999",5,"HOU","left",44.63,33.43,8.66,2.72,0.88,354.56,351.08,"first_contact","2022091105-667",0,"HOU",1,0,1.456022
"512",43497,"2022091105-711-38",2022091105,711,38,"Kamu Grugier-Hill","2022-09-11 13:31:14.400000",51,"HOU","left",22.8,28.24,3.96,2.86,0.38,189.61,192.16,"first_contact","2022091105-711",0,"HOU",1,0,1.630767
"110",35470,"2022091105-77-12",2022091105,77,12,"Jerry Hughes","2022-09-11 13:05:26.500000",55,"HOU","left",85.24,32.96,5.6,2.05,0.57,270.84,309.08,"first_contact","2022091105-77",0,"HOU",1,0,1.044031
"513",43497,"2022091105-794-7",2022091105,794,7,"Kamu Grugier-Hill","2022-09-11 13:36:10.700000",51,"HOU","right",106.07,18.28,4.59,0.15,0.46,353.35,20,"first_contact","2022091105-794",0,"HOU",1,0,1.338432
"711",52498,"2022091105-818-26",2022091105,818,26,"Jonathan Greenard","2022-09-11 13:36:47.000000",52,"HOU","right",104.82,21.78,3.92,2.8,0.4,347.4,340.28,"first_contact","2022091105-818",0,"HOU",1,0,1.421443
"89",52436,"2022091107-1075-24",2022091107,1075,24,"Patrick Queen","2022-09-11 13:51:46.000000",6,"BAL","right",65.38,41.38,1.28,3.38,0.14,293.42,266.02,"first_contact","2022091107-1075",0,"BAL",1,0,0.7294518
"414",43694,"2022091107-1099-36",2022091107,1099,36,"Michael Pierce","2022-09-11 13:52:24.500000",58,"BAL","right",65.98,35.91,0.89,1.18,0.09,8.66,332.21,"first_contact","2022091107-1099",0,"BAL",1,0,0.5456189
"712",44999,"2022091107-1120-29",2022091107,1120,29,"Chuck Clark","2022-09-11 13:53:02.799999",36,"BAL","right",73.19,1.96,3.57,0.56,0.35,225.4,186.5,"first_contact","2022091107-1120",0,"BAL",1,0,0.254951
"1011",52479,"2022091107-1144-27",2022091107,1144,27,"Justin Madubuike","2022-09-11 13:53:40.400000",92,"BAL","right",75.35,26.26,2.6,3.38,0.25,291.9,4.66,"first_contact","2022091107-1144",0,"BAL",1,0,0.8319255
"1012",52506,"2022091107-115-33",2022091107,115,33,"Malik Harrison","2022-09-11 13:07:31.099999",40,"BAL","left",67.76,18.57,6.88,4.15,0.69,204.78,207.08,"first_contact","2022091107-115",0,"BAL",1,0,1.116826
"810",52436,"2022091107-1165-19",2022091107,1165,19,"Patrick Queen","2022-09-11 13:54:23.599999",6,"BAL","right",80.84,1.52,7.56,3.91,0.75,167.12,155.92,"first_contact","2022091107-1165",0,"BAL",1,0,0.9209777
"913",52506,"2022091107-1399-16",2022091107,1399,16,"Malik Harrison","2022-09-11 14:05:47.799999",40,"BAL","right",37.94,33.38,4.99,2.05,0.5,196.89,193.3,"first_contact","2022091107-1399",0,"BAL",1,0,0.9144397
"610",52436,"2022091107-1445-20",2022091107,1445,20,"Patrick Queen","2022-09-11 14:06:27.500000",6,"BAL","right",41.93,6.05,9.08,3.79,0.92,146.94,160.05,"first_contact","2022091107-1445",0,"BAL",1,0,0.2915476
"210",37778,"2022091107-1696-37",2022091107,1696,37,"Josh Bynes","2022-09-11 14:20:24.099999",56,"BAL","right",37.83,26.43,3.05,0.98,0.29,354.69,33.37,"first_contact","2022091107-1696",0,"BAL",1,0,0.3280244
"811",44999,"2022091107-1717-44",2022091107,1717,44,"Chuck Clark","2022-09-11 14:20:56.000000",36,"BAL","right",49.74,32.28,6.88,3.04,0.69,107.2,48.57,"first_contact","2022091107-1717",0,"BAL",1,0,0.5818935
"812",52436,"2022091107-1738-19",2022091107,1738,19,"Patrick Queen","2022-09-11 14:21:35.799999",6,"BAL","right",63.85,9.35,4.86,5.9,0.51,324.38,201.7,"first_contact","2022091107-1738",0,"BAL",1,0,0.559464
"813",44854,"2022091107-1779-22",2022091107,1779,22,"Marcus Williams","2022-09-11 14:24:53.700000",32,"BAL","right",78.15,36.98,3.6,5.76,0.37,270.02,319.06,"first_contact","2022091107-1779",0,"BAL",1,0,0.8709191
"116",33131,"2022091107-1803-34",2022091107,1803,34,"Calais Campbell","2022-09-11 14:25:25.900000",93,"BAL","right",80.46,39.37,4.74,1.38,0.49,325.46,24.08,"first_contact","2022091107-1803",0,"BAL",1,0,0.3733631
"211",37145,"2022091107-1841-28",2022091107,1841,28,"Justin Houston","2022-09-11 14:26:29.799999",50,"BAL","right",81.85,30.82,2.08,2.36,0.21,97.72,143.93,"first_contact","2022091107-1841",0,"BAL",1,0,0.5456189
"611",44854,"2022091107-1879-8",2022091107,1879,8,"Marcus Williams","2022-09-11 14:27:20.599999",32,"BAL","right",89.34,18.31,5.23,2.17,0.53,197.23,198.63,"first_contact","2022091107-1879",0,"BAL",1,0,0.8668333
"713",52479,"2022091107-2219-26",2022091107,2219,26,"Justin Madubuike","2022-09-11 14:54:23.799999",92,"BAL","left",96.36,35.27,6.07,2.9,0.62,340.32,322.16,"first_contact","2022091107-2219",0,"BAL",1,0,0.41
"316",44828,"2022091107-2243-37",2022091107,2243,37,"Marlon Humphrey","2022-09-11 14:55:05.900000",44,"BAL","left",86.91,14.49,1.61,2.74,0.14,34.55,4.38,"first_contact","2022091107-2243",0,"BAL",1,0,0.3448188
"415",43694,"2022091107-2457-35",2022091107,2457,35,"Michael Pierce","2022-09-11 15:09:28.700000",58,"BAL","left",85.66,17.04,4.46,2.19,0.45,147.78,188.05,"first_contact","2022091107-2457",0,"BAL",1,0,0.7700649
"416",41363,"2022091107-2530-35",2022091107,2530,35,"Brent Urban","2022-09-11 15:11:31.099999",97,"BAL","left",80.98,29.97,2.04,2.07,0.2,191.75,189.38,"first_contact","2022091107-2530",0,"BAL",1,0,0.4827007
"514",44828,"2022091107-2551-56",2022091107,2551,56,"Marlon Humphrey","2022-09-11 15:12:07.700000",44,"BAL","left",73.12,19.68,2.2,3.14,0.17,9.89,358.21,"first_contact","2022091107-2551",0,"BAL",1,0,0.4134005
"515",44828,"2022091107-2791-12",2022091107,2791,12,"Marlon Humphrey","2022-09-11 15:20:54.200000",44,"BAL","left",86.7,22.91,2.63,5.3,0.29,132.61,15.05,"first_contact","2022091107-2791",0,"BAL",1,0,0.3255764
"516",44854,"2022091107-2866-8",2022091107,2866,8,"Marcus Williams","2022-09-11 15:23:04.000000",32,"BAL","left",61.93,20.28,4.74,2.84,0.48,121.88,86.28,"first_contact","2022091107-2866",0,"BAL",1,0,0.1019804
"517",44854,"2022091107-2934-10",2022091107,2934,10,"Marcus Williams","2022-09-11 15:26:40.799999",32,"BAL","right",85.59,29.14,5.6,5.33,0.55,336.6,324.34,"first_contact","2022091107-2934",0,"BAL",1,0,0.6122091
"714",52436,"2022091107-2987-9",2022091107,2987,9,"Patrick Queen","2022-09-11 15:27:28.299999",6,"BAL","right",91.44,26.03,5.59,0.95,0.53,241.61,236.74,"first_contact","2022091107-2987",0,"BAL",1,0,0.8127115
"612",44854,"2022091107-3037-11",2022091107,3037,11,"Marcus Williams","2022-09-11 15:21:57.200000",32,"BAL","left",74.22,8.25,5.61,5.84,0.57,131.4,143.5,"first_contact","2022091107-3037",0,"BAL",1,0,0.7513322
"613",44854,"2022091107-3299-12",2022091107,3299,12,"Marcus Williams","2022-09-11 15:40:23.799999",32,"BAL","right",63.69,38.69,2.05,5.91,0.2,250.31,237.38,"first_contact","2022091107-3299",0,"BAL",1,0,1.03407
"117",54479,"2022091107-3323-15",2022091107,3323,15,"Kyle Hamilton","2022-09-11 15:41:01.500000",14,"BAL","right",69.62,3.45,8.03,3.69,0.81,143.84,181.95,"first_contact","2022091107-3323",0,"BAL",1,0,1.15434
"518",44999,"2022091107-3374-26",2022091107,3374,26,"Chuck Clark","2022-09-11 15:42:05.500000",36,"BAL","right",78.25,37.28,5.46,0.37,0.55,193.33,170.78,"first_contact","2022091107-3374",0,"BAL",1,0,0.6226556
"814",52578,"2022091107-3398-24",2022091107,3398,24,"Broderick Washington","2022-09-11 15:42:32.299999",96,"BAL","right",82.55,30.01,0.2,0.42,0.02,292.41,193.1,"first_contact","2022091107-3398",0,"BAL",1,0,0.3748333
"317",41240,"2022091107-3419-7",2022091107,3419,7,"Kyle Fuller","2022-09-11 15:43:14.000000",23,"BAL","right",89.13,13.31,8.31,2.37,0.85,259.04,179.32,"first_contact","2022091107-3419",0,"BAL",1,0,0.4338202
"212",40095,"2022091107-3443-50",2022091107,3443,50,"Steven Means","2022-09-11 15:43:38.400000",60,"BAL","right",87.51,38.12,3.2,4,0.34,74.46,4.08,"first_contact","2022091107-3443",0,"BAL",1,0,0.3008322
"1013",53533,"2022091107-3475-12",2022091107,3475,12,"Brandon Stephens","2022-09-11 15:44:29.099999",21,"BAL","right",87.38,8.25,2.12,4.06,0.23,348.26,284.02,"first_contact","2022091107-3475",0,"BAL",1,0,0.5255473
"118",54479,"2022091107-3503-7",2022091107,3503,7,"Kyle Hamilton","2022-09-11 15:44:49.900000",14,"BAL","right",93.18,11.89,5.66,1.61,0.56,272.02,244.68,"first_contact","2022091107-3503",0,"BAL",1,0,1.461095
"815",52436,"2022091107-3527-10",2022091107,3527,10,"Patrick Queen","2022-09-11 15:45:30.599999",6,"BAL","right",94.39,44.35,3.75,6.33,0.41,260.5,329.7,"first_contact","2022091107-3527",0,"BAL",1,0,0.9364828
"318",41240,"2022091107-3551-7",2022091107,3551,7,"Kyle Fuller","2022-09-11 15:46:10.200000",23,"BAL","right",100.77,51.84,2.43,1.69,0.18,241.03,256.11,"first_contact","2022091107-3551",0,"BAL",1,0,0.9970456
"614",44999,"2022091107-3601-9",2022091107,3601,9,"Chuck Clark","2022-09-11 15:47:17.000000",36,"BAL","right",103.57,37.03,4.62,3.98,0.46,224.44,257.66,"first_contact","2022091107-3601",0,"BAL",1,0,0.5360037
"914",53460,"2022091107-3811-21",2022091107,3811,21,"Odafe Oweh","2022-09-11 15:54:09.200000",99,"BAL","right",77.38,1.21,9.27,4.75,0.93,115.19,114.76,"first_contact","2022091107-3811",0,"BAL",1,0,1.047855
"417",44828,"2022091107-3835-8",2022091107,3835,8,"Marlon Humphrey","2022-09-11 15:54:31.000000",44,"BAL","right",87.5,34.39,6.38,1.72,0.64,252.79,217.83,"first_contact","2022091107-3835",0,"BAL",1,0,0.3534119
"1014",52479,"2022091107-391-41",2022091107,391,41,"Justin Madubuike","2022-09-11 13:19:59.400000",92,"BAL","left",102.26,37.18,5.64,3.56,0.6,354.31,12.29,"first_contact","2022091107-391",0,"BAL",1,0,0.930215
"715",52436,"2022091107-3933-14",2022091107,3933,14,"Patrick Queen","2022-09-11 15:58:43.700000",6,"BAL","right",97.45,39.22,6.78,2.85,0.69,34.04,12.07,"first_contact","2022091107-3933",0,"BAL",1,0,0.7962412
"1015",54479,"2022091107-4047-12",2022091107,4047,12,"Kyle Hamilton","2022-09-11 16:03:06.500000",14,"BAL","right",106.66,2.74,7.67,3.36,0.8,215.12,194.2,"first_contact","2022091107-4047",0,"BAL",1,0,0.9604686
"519",44999,"2022091107-412-10",2022091107,412,10,"Chuck Clark","2022-09-11 13:20:38.200000",36,"BAL","left",97.85,20.95,3.74,4.71,0.37,51.4,50.14,"first_contact","2022091107-412",0,"BAL",1,0,0.6200806
"915",52436,"2022091107-469-32",2022091107,469,32,"Patrick Queen","2022-09-11 13:22:20.000000",6,"BAL","left",92.85,20.75,2.98,5.44,0.28,57.29,16.82,"first_contact","2022091107-469",0,"BAL",1,0,0.6438167
"916",52436,"2022091107-490-27",2022091107,490,27,"Patrick Queen","2022-09-11 13:22:56.000000",6,"BAL","left",95.35,23.24,5.55,3.2,0.53,183.1,170.45,"first_contact","2022091107-490",0,"BAL",1,0,1.063015
"418",44828,"2022091107-636-22",2022091107,636,22,"Marlon Humphrey","2022-09-11 13:32:20.599999",44,"BAL","left",68.78,12,0.74,3.52,0.06,46.33,98.49,"first_contact","2022091107-636",0,"BAL",1,0,0.9073588
"917",52506,"2022091107-660-55",2022091107,660,55,"Malik Harrison","2022-09-11 13:32:58.799999",40,"BAL","left",67.01,51.41,7.22,1.8,0.67,35.34,0.34,"first_contact","2022091107-660",0,"BAL",1,0,0.7877182
"615",44854,"2022091107-68-62",2022091107,68,62,"Marcus Williams","2022-09-11 13:06:43.400000",32,"BAL","left",74.07,5.63,7.69,4.34,0.78,293.88,272.32,"first_contact","2022091107-68",0,"BAL",1,0,0.4957822
"119",54479,"2022091107-868-21",2022091107,868,21,"Kyle Hamilton","2022-09-11 13:42:34.900000",14,"BAL","left",81.76,51.47,4.48,1.65,0.46,16.87,356.74,"first_contact","2022091107-868",0,"BAL",1,0,0.7515318
"816",53445,"2022091110-3797-31",2022091110,3797,31,"Zaven Collins","2022-09-11 19:16:10.799999",25,"ARI","left",102.08,30.87,1.45,5.14,0.15,7.62,1.86,"first_contact","2022091110-3797",0,"ARI",1,0,0.8598256
"1016",53445,"2022091110-3821-36",2022091110,3821,36,"Zaven Collins","2022-09-11 19:17:40.299999",25,"ARI","left",78.03,20.35,1.41,1.87,0.13,50.89,229.53,"first_contact","2022091110-3821",0,"ARI",1,0,0.4788528
"1110",54709,"2022091110-3879-33",2022091110,3879,33,"Christian Matthew","2022-09-11 19:19:08.900000",35,"ARI","left",83.41,17.57,1,2.43,0.09,357.46,256.74,"first_contact","2022091110-3879",0,"ARI",1,0,0.4883646
"120",37075,"2022090800-1187-29",2022090800,1187,29,"Von Miller","2022-09-08 21:08:57.000000",40,"BUF","left",70.35,32.31,4.34,3.35,0.44,85.44,336.27,"first_contact","2022090800-1187",0,"BUF",1,0,1.325028
"716",46190,"2022090800-1230-10",2022090800,1230,10,"Taron Johnson","2022-09-08 21:10:23.700000",7,"BUF","left",57.42,20.13,2.61,2.02,0.26,82.88,1.26,"first_contact","2022090800-1230",0,"BUF",1,0,1.078981
"1017",53490,"2022090800-1254-35",2022090800,1254,35,"Carlos Basham","2022-09-08 21:11:07.099999",55,"BUF","left",52.55,20.11,4.39,3.6,0.45,203.48,216.55,"first_contact","2022090800-1254",0,"BUF",1,0,0.7752419
"419",44976,"2022090800-1286-22",2022090800,1286,22,"Matt Milano","2022-09-08 21:12:06.900000",58,"BUF","left",40.82,1.27,2.55,3.26,0.27,142.23,149.91,"first_contact","2022090800-1286",0,"BUF",1,0,0.7116881
"420",44976,"2022090800-1358-17",2022090800,1358,17,"Matt Milano","2022-09-08 21:14:04.799999",58,"BUF","left",36.09,34.94,5.06,6.61,0.48,17.52,12.87,"first_contact","2022090800-1358",0,"BUF",1,0,0.8221922
"213",40107,"2022090800-1385-55",2022090800,1385,55,"Micah Hyde","2022-09-08 21:17:52.299999",23,"BUF","left",21.85,16.53,3.39,6.13,0.33,87.69,228.06,"first_contact","2022090800-1385",0,"BUF",1,0,1.049238
"421",41341,"2022090800-1406-28",2022090800,1406,28,"DaQuan Jones","2022-09-08 21:18:22.000000",92,"BUF","left",16.54,23.3,2.4,0.8,0.23,63.92,335.76,"first_contact","2022090800-1406",0,"BUF",1,0,1.603777
"422",44976,"2022090800-1712-12",2022090800,1712,12,"Matt Milano","2022-09-08 21:32:24.599999",58,"BUF","left",42.78,39.73,2.71,3.76,0.27,29.16,1.61,"first_contact","2022090800-1712",0,"BUF",1,0,1.201041
"423",44976,"2022090800-1736-24",2022090800,1736,24,"Matt Milano","2022-09-08 21:32:43.000000",58,"BUF","left",42.24,30.92,4.86,3.93,0.49,132.93,163.62,"first_contact","2022090800-1736",0,"BUF",1,0,0.667308
"121",37075,"2022090800-1836-29",2022090800,1836,29,"Von Miller","2022-09-08 21:36:15.099999",40,"BUF","left",47.45,22.17,4.32,6.8,0.42,84.9,98.13,"first_contact","2022090800-1836",0,"BUF",1,0,0.9749872
"424",42395,"2022090800-1946-42",2022090800,1946,42,"Jordan Phillips","2022-09-08 21:52:33.000000",97,"BUF","right",21.64,10.38,1.28,3.05,0.15,270.61,110.24,"first_contact","2022090800-1946",0,"BUF",1,0,0.9786215
"616",46085,"2022090800-1967-11",2022090800,1967,11,"Tremaine Edmunds","2022-09-08 21:52:58.900000",49,"BUF","right",26.83,23.79,3.15,4.25,0.32,346.52,314.89,"first_contact","2022090800-1967",0,"BUF",1,0,0.7140028
"617",46190,"2022090800-2307-7",2022090800,2307,7,"Taron Johnson","2022-09-08 22:08:01.299999",7,"BUF","right",55.87,50.3,7.89,3.94,0.8,61.25,39.05,"first_contact","2022090800-2307",0,"BUF",1,0,0.8660831
"618",46190,"2022090800-2336-10",2022090800,2336,10,"Taron Johnson","2022-09-08 22:08:32.900000",7,"BUF","right",63.07,30.58,4.58,7.08,0.46,322.83,328.07,"first_contact","2022090800-2336",0,"BUF",1,0,1.180042
"619",46085,"2022090800-2360-31",2022090800,2360,31,"Tremaine Edmunds","2022-09-08 22:09:14.500000",49,"BUF","right",67.98,24.69,3.15,4.76,0.33,327.85,226.2,"first_contact","2022090800-2360",0,"BUF",1,0,1.030776
"1111",54488,"2022090800-2815-18",2022090800,2815,18,"Kaiir Elam","2022-09-08 22:33:53.900000",24,"BUF","left",79.42,1.47,2.82,5.58,0.28,119.16,198.13,"first_contact","2022090800-2815",0,"BUF",1,0,0.8237718
"520",42395,"2022090800-2839-61",2022090800,2839,61,"Jordan Phillips","2022-09-08 22:34:24.099999",97,"BUF","left",84.23,6.35,5.21,3.32,0.55,73.22,162.14,"first_contact","2022090800-2839",0,"BUF",1,0,1.695229
"717",46085,"2022090800-2860-16",2022090800,2860,16,"Tremaine Edmunds","2022-09-08 22:34:51.200000",49,"BUF","left",72.34,35.69,2.19,3.99,0.22,13.74,319.24,"first_contact","2022090800-2860",0,"BUF",1,0,0.5220153
"1018",53459,"2022090800-299-32",2022090800,299,32,"Gregory Rousseau","2022-09-08 20:33:33.599999",50,"BUF","right",28.44,26.46,3.73,1.27,0.4,327.57,36.74,"first_contact","2022090800-299",0,"BUF",1,0,1.296919
"620",46190,"2022090800-3092-26",2022090800,3092,26,"Taron Johnson","2022-09-08 22:46:54.500000",7,"BUF","left",86.33,1.69,8.05,4.47,0.81,175.61,186.95,"first_contact","2022090800-3092",0,"BUF",1,0,0.6198387
"718",46085,"2022090800-3121-17",2022090800,3121,17,"Tremaine Edmunds","2022-09-08 22:48:58.400000",49,"BUF","left",77.28,37,1.59,2.57,0.17,107.9,73.05,"first_contact","2022090800-3121",0,"BUF",1,0,0.7666159
"918",52647,"2022090800-3145-34",2022090800,3145,34,"Dane Jackson","2022-09-08 22:49:22.299999",30,"BUF","left",76.74,31.99,1.97,2.18,0.21,106.05,93.39,"first_contact","2022090800-3145",0,"BUF",1,0,0.8626703
"817",46190,"2022090800-3166-8",2022090800,3166,8,"Taron Johnson","2022-09-08 22:49:55.200000",7,"BUF","left",70.92,14.46,3.58,3.74,0.36,130.48,133.59,"first_contact","2022090800-3166",0,"BUF",1,0,0.6395311
"1112",54488,"2022090800-3190-9",2022090800,3190,9,"Kaiir Elam","2022-09-08 22:50:17.700000",24,"BUF","left",66.59,47.25,6.89,3.26,0.7,12.71,21.6,"first_contact","2022090800-3190",0,"BUF",1,0,0.6940461
"621",46190,"2022090800-3341-42",2022090800,3341,42,"Taron Johnson","2022-09-08 22:56:25.500000",7,"BUF","left",86.45,24.07,5.33,0.85,0.51,319.99,284.72,"first_contact","2022090800-3341",0,"BUF",1,0,0.4743416
"1113",54488,"2022090800-3383-13",2022090800,3383,13,"Kaiir Elam","2022-09-08 22:57:12.599999",24,"BUF","left",77.12,41.38,3.31,4.05,0.35,93.94,48.39,"first_contact","2022090800-3383",0,"BUF",1,0,0.6618912
"719",46190,"2022090800-3407-7",2022090800,3407,7,"Taron Johnson","2022-09-08 22:57:38.700000",7,"BUF","left",70.74,28.42,4.85,1.06,0.49,20.84,26.24,"first_contact","2022090800-3407",0,"BUF",1,0,1.663851
"521",44976,"2022090800-3431-9",2022090800,3431,9,"Matt Milano","2022-09-08 22:58:02.299999",58,"BUF","left",64.59,46.35,5.39,4.93,0.56,42.98,25,"first_contact","2022090800-3431",0,"BUF",1,0,1.620864
"425",46085,"2022090800-3489-16",2022090800,3489,16,"Tremaine Edmunds","2022-09-08 22:58:54.299999",49,"BUF","left",55.5,26.09,2.74,3.08,0.29,195.05,131.77,"first_contact","2022090800-3489",0,"BUF",1,0,0.9300538
"426",46085,"2022090800-3513-7",2022090800,3513,7,"Tremaine Edmunds","2022-09-08 22:59:24.099999",49,"BUF","left",48.91,31.54,3.66,2.89,0.35,55.07,50.17,"first_contact","2022090800-3513",0,"BUF",1,0,1.096586
"1114",54650,"2022090800-3576-17",2022090800,3576,17,"Christian Benford","2022-09-08 23:03:12.400000",47,"BUF","left",44.83,10.71,4.58,0.9,0.45,315.77,267.49,"first_contact","2022090800-3576",0,"BUF",1,0,1.290349
"427",42395,"2022090800-3636-29",2022090800,3636,29,"Jordan Phillips","2022-09-08 23:05:26.400000",97,"BUF","left",27.58,28.3,1.37,1.54,0.15,75.72,356.4,"first_contact","2022090800-3636",0,"BUF",1,0,0.8448077
"818",46232,"2022090800-393-31",2022090800,393,31,"Tim Settle","2022-09-08 20:36:01.599999",99,"BUF","right",51.06,23.48,1.67,0.76,0.17,185.08,143.76,"first_contact","2022090800-393",0,"BUF",1,0,0.9349332
"919",52647,"2022090800-414-30",2022090800,414,30,"Dane Jackson","2022-09-08 20:36:26.599999",30,"BUF","right",61.34,4.66,4.2,2.8,0.42,241.98,245.5,"first_contact","2022090800-414",0,"BUF",1,0,1.180169
"1115",54650,"2022090800-438-15",2022090800,438,15,"Christian Benford","2022-09-08 20:37:01.599999",47,"BUF","right",65.34,49.64,4.57,3.94,0.46,288.27,346.3,"first_contact","2022090800-438",0,"BUF",1,0,0.7467262
"319",40166,"2022090800-486-7",2022090800,486,7,"Jordan Poyer","2022-09-08 20:37:56.900000",21,"BUF","right",64.99,20.45,3.75,3.33,0.39,255.52,257.66,"first_contact","2022090800-486",0,"BUF",1,0,1.11463
"522",46085,"2022090800-775-12",2022090800,775,12,"Tremaine Edmunds","2022-09-08 20:50:16.500000",49,"BUF","right",39.28,19.04,2.08,5.24,0.19,257.1,277.28,"first_contact","2022090800-775",0,"BUF",1,0,0.9625487
"214",40107,"2022090800-818-13",2022090800,818,13,"Micah Hyde","2022-09-08 20:53:26.700000",23,"BUF","left",80.89,5.35,1.63,5.5,0.18,31.27,68.22,"first_contact","2022090800-818",0,"BUF",1,0,0.8688498
"720",47792,"2022090800-933-32",2022090800,933,32,"Ed Oliver","2022-09-08 20:56:57.500000",91,"BUF","left",45.97,24.71,1.23,1.37,0.13,218.96,36.15,"first_contact","2022090800-933",0,"BUF",1,0,1.114002
"920",52571,"2022091102-1107-55",2022091102,1107,55,"Kindle Vildor","2022-09-11 13:50:16.099999",22,"CHI","left",59.52,50.49,6.77,3.85,0.68,0.17,323.97,"first_contact","2022091102-1107",0,"CHI",1,0,1.108016
